        0.0000  -0.902394   0.309537  -0.592857 
      150.0000  -0.871351   0.297640  -0.573711 
      300.0000  -0.826993   0.320834  -0.506159 
      450.0000  -0.722005   0.235595  -0.486410 
      600.0000  -0.700267   0.348191  -0.352077 
      750.0000  -0.620051   0.327511  -0.292540 
      900.0000  -0.602916   0.364890  -0.238026 
     1050.0000  -0.777927   0.291493  -0.486434 
     1200.0000  -0.631971   0.331462  -0.300510 
     1350.0000  -0.727632   0.359858  -0.367775 
     1500.0000  -0.713061   0.279431  -0.433630 
     1650.0000  -0.671523   0.319277  -0.352246 
     1800.0000  -0.631012   0.329121  -0.301890 
     1950.0000  -0.760117   0.302891  -0.457226 
     2100.0000  -0.767898   0.379473  -0.388425 
     2250.0000  -0.660325   0.296385  -0.363940 
     2400.0000  -0.753702   0.338775  -0.414926 
     2550.0000  -0.628971   0.262454  -0.366517 
     2700.0000  -0.621925   0.338684  -0.283241 
     2850.0000  -0.592625   0.337964  -0.254661 
     3000.0000  -0.530868   0.399400  -0.131467 
     3150.0000  -0.570971   0.296805  -0.274166 
     3300.0000  -0.672221   0.338277  -0.333944 
     3450.0000  -0.801225   0.390065  -0.411160 
     3600.0000  -0.628788   0.344314  -0.284474 
     3750.0000  -0.687389   0.411339  -0.276051 
     3900.0000  -0.588695   0.349893  -0.238801 
     4050.0000  -0.489827   0.288157  -0.201671 
     4200.0000  -0.532027   0.282267  -0.249760 
     4350.0000  -0.531055   0.287550  -0.243505 
     4500.0000  -0.509109   0.297367  -0.211743 
     4650.0000  -0.570329   0.305268  -0.265061 
     4800.0000  -0.525929   0.313855  -0.212075 
     4950.0000  -0.477897   0.314932  -0.162965 
     5100.0000  -0.572463   0.276576  -0.295887 
     5250.0000  -0.554829   0.430296  -0.124533 
     5400.0000  -0.503939   0.353145  -0.150794 
     5550.0000  -0.536580   0.377643  -0.158937 
     5700.0000  -0.476580   0.297490  -0.179090 
     5850.0000  -0.449299   0.420649  -0.028651 
     6000.0000  -0.364691   0.291984  -0.072708 
     6150.0000  -0.371571   0.348175  -0.023395 
     6300.0000  -0.370151   0.324597  -0.045553 
     6450.0000  -0.481636   0.416687  -0.064949 
     6600.0000  -0.304531   0.324832   0.020301 
     6750.0000  -0.585414   0.301362  -0.284052 
     6900.0000  -0.476522   0.285758  -0.190765 
     7050.0000  -0.518442   0.397253  -0.121189 
     7200.0000  -0.433098   0.318367  -0.114730 
     7350.0000  -0.391168   0.331492  -0.059676 
     7500.0000  -0.491917   0.441828  -0.050088 
     7650.0000  -0.504838   0.345981  -0.158857 
     7800.0000  -0.599822   0.289708  -0.310113 
     7950.0000  -0.396502   0.371735  -0.024767 
